source,target,bigram_weight,similarity_weight,total_weight,edge_type
(md)hu-um-ban-nu-me]-na-gi,zu-un-ki-ik,0.15,0,0.15,bigram
[šu-šu-un-ka,an-za-an,0.15,0,0.15,bigram
[šu-šu-un-ka,si-ia-an,0.15,0,0.15,bigram
si-ia-an,u2-pa-at],0.15,0,0.15,bigram
hu-us-si-ip-me,u2-pa-at],0.15,0,0.15,bigram
(d)ki-la-ah-šu-pi-ir,ku-ši-ih,0.15,0,0.15,bigram
(d)ki-la-ah-šu-pi-ir,[li-mi-in-ra,0.15,0,0.15,bigram
[li-mi-in-ra,du-ni-ih,0.15,0,0.15,bigram
du-ni-ih,hu-ut2-tak-ha-li]-ik,0.15,0,0.15,bigram
hu-ut2-tak-ha-li]-ik,u2-me,0.15,0,0.15,bigram
(d)ki-la-ah-šu-pi-ir,u2-me,0.15,0,0.15,bigram
(d)ki-la-ah-šu-pi-ir,si-ia-an-[ku-uk-ra,0.15,0,0.15,bigram
li-na,si-ia-an-[ku-uk-ra,0.15,0,0.15,bigram
pi-el],te-la-ak-ni,0.15,0,0.15,bigram
ki-it-ti-im-ma,pi-el],0.15,0,0.15,bigram
[a-ak,me-lu-uk-ra,0.15,0,0.15,bigram
[a-ak,zu-un-ki-me,0.15,0,0.15,bigram
hi-ih,si]-it-tim,0.15,0,0.15,bigram
gi-ri-ni,si]-it-tim,0.15,0,0.15,bigram
hi-ih-ni,in,0.15,0,0.15,bigram
(m)un-t[aš]-dingir-gal,u2,0.15,0,0.15,bigram
(m)un-t[aš]-dingir-gal,ša-ak,0.15,0,0.15,bigram
[…],ša-ak,0.15,0,0.15,bigram
[…],su-un-ki-i[k],0.15,0,0.15,bigram
an-za-an,su-un-ki-i[k],0.15,0,0.15,bigram
an-za-an,š[u-šu-un-ka,0.15,0,0.15,bigram
[…],š[u-šu-un-ka,0.15,0,0.15,bigram
[…],li?-ki?-ri?-en?,0.15,0,0.15,bigram
ku-ši-ih,li?-ki?-ri?-en?,0.15,0,0.15,bigram
(d)[…],ku-ši-ih,0.15,0,0.15,bigram
(d)[…],[h]a-li-ik,0.15,0,0.15,bigram
[h]a-li-ik,u2-me,0.15,0,0.15,bigram
e,u2-me,0.15,0,0.15,bigram
(d)[…,e,0.15,0,0.15,bigram
(d)[…,],0.15,0,0.15,bigram
ki?-iz?-zu-um,šu-šu-un-ka,0.15,0,0.15,bigram
ki?-iz?-zu-um,mu-ši-a,0.15,0,0.15,bigram
su-un-ki-ip,u2-ri-[pu]-up,0.15,0,0.15,bigram
u2-ri-[pu]-up,um-me,0.15,0,0.15,bigram
[ri?]-mu-um,si-a-an-ku-uk,0.15,0,0.15,bigram
[ri?]-mu-um,la-am-li-e-ma,0.15,0,0.15,bigram
la-am-li-e-ma,zu-uz-ka-tah,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,zu-uz-ka-tah,0.15,0,0.15,bigram
ta-ak-[me],tu4-ni-ih,0.15,0,0.15,bigram
ta-ak-[me],u2-me,0.15,0,0.15,bigram
[šu]-lu-me-en-[ga],u2-me,0.15,0,0.15,bigram
[šu]-lu-me-en-[ga],az-ki-it,0.15,0,0.15,bigram
sa-ah-ri,tu4-ur,0.15,0,0.15,bigram
hu-šu-ia,sa-ah-ri,0.15,0,0.15,bigram
hi-en-ka,in-ti-ig-ga,0.15,0,0.15,bigram
[a-gi],in-ti-ig-ga,0.15,0,0.15,bigram
[a-gi],hu-[ut-tah],0.15,0,0.15,bigram
ha-li-ih,hu-[ut-tah],0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,ha-li-ih,0.15,0,0.15,bigram
si-ia-an-ku-uk,te-ip-ti,0.15,0,0.15,bigram
[u2],la-ha-ak-ir-ra,0.15,0,0.15,bigram
[u2],tu4-ni-ih,0.15,0,0.15,bigram
[si]-ia-an-ku-uk,te-ip-ti,0.15,0,0.15,bigram
[si]-ia-an-ku-uk,la-ha-ak-ir-ra,0.15,0,0.15,bigram
li-na,te-la-ak-li,0.15,0,0.15,bigram
[…]-a,zu-u[n-ki-ip],0.15,0,0.15,bigram
[u2-r]i-pu-up,zu-u[n-ki-ip],0.15,0,0.15,bigram
[u2-r]i-pu-up,um-me,0.15,0,0.15,bigram
hu-uh-[tah-ša],um-me,0.15,0,0.15,bigram
[u2,hu-uh-[tah-ša],0.15,0,0.15,bigram
[u2,hu]-uh-tah,0.15,0,0.15,bigram
ha-li-[ih,hu]-uh-tah,0.15,0,0.15,bigram
ha-li-[ih,si-a-an-ku-uk],0.15,0,0.15,bigram
[ri?-im?]-mu-u[m,si-a-an-ku-uk],0.15,0,0.15,bigram
[ri?-im?]-mu-u[m,la-am]-li-[e-ma,0.15,0,0.15,bigram
la-am]-li-[e-ma,su-us-ka-ta]h,0.15,0,0.15,bigram
(d)in-šu-[uš]-na-ak,su-us-ka-ta]h,0.15,0,0.15,bigram
(d)in-šu-[uš]-na-ak,te-ip-[ti],0.15,0,0.15,bigram
si-ia-an-ku-[uk],te-ip-[ti],0.15,0,0.15,bigram
la-[ha]-ak-[ir]-ra,si-ia-an-ku-[uk],0.15,0,0.15,bigram
la-[ha]-ak-[ir]-ra,tu4-ni-ih,0.15,0,0.15,bigram
ta-[ak]-me,tu4-ni-ih,0.15,0,0.15,bigram
ta-[ak]-me,u2-me,0.15,0,0.15,bigram
[hi-ih,tu4-[ur],0.15,0,0.15,bigram
[hi-ih,si-it-me],0.15,0,0.15,bigram
si-it-me],u2-[me,0.15,0,0.15,bigram
in]-ti-ig-[ga],u2-[me,0.15,0,0.15,bigram
a-gi,in]-ti-ig-[ga],0.15,0,0.15,bigram
[az-ki-it,a-gi,0.15,0,0.15,bigram
[az-ki-it,tu4-ur,0.15,0,0.15,bigram
sah]-ri,tu4-ur,0.15,0,0.15,bigram
[hu]-šu-ia,sah]-ri,0.15,0,0.15,bigram
[hu]-šu-ia,in-gi,0.15,0,0.15,bigram
hi-[en-g]a,in-gi,0.15,0,0.15,bigram
hi-[en-g]a,in-ti-[ig]-ga,0.15,0,0.15,bigram
[hu]-ut2-tah,in-ti-[ig]-ga,0.15,0,0.15,bigram
[hu]-ut2-tah,ha-li-ih,0.15,0,0.15,bigram
(d)in-šu-uš-n[a-ak],ha-li-ih,0.15,0,0.15,bigram
(d)in-šu-uš-n[a-ak],[t]e-ip-ti,0.15,0,0.15,bigram
[t]e-ip-ti,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
[la-ha-ak-ir-ra],si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
[la-ha-ak-ir-ra],u2,0.15,0,0.15,bigram
du-ni-[ih,u2,0.15,0,0.15,bigram
du-ni-[ih,hu-ut2-tak-ha]-li-[ik,0.15,0,0.15,bigram
hu-ut2-tak-ha]-li-[ik,u2-me,0.15,0,0.15,bigram
dingir-gal],u2-me,0.15,0,0.15,bigram
(d)in-šu-uš-n[a-ak,dingir-gal],0.15,0,0.15,bigram
(d)in-šu-uš-n[a-ak,te-ip-ti],0.15,0,0.15,bigram
[si-i-an]-ku-uk,te-ip-ti],0.15,0,0.15,bigram
[la-ha-ak-ir-ra,[si-i-an]-ku-uk,0.15,0,0.15,bigram
[la-ha-ak-ir-ra,li-na,0.15,0,0.15,bigram
li-na,t]e-la-[ak]-li,0.15,0,0.15,bigram
(md)hu-um-ban-um-me-en-na-ki,ša-ak,0.15,0,0.15,bigram
(md)hu-um-ban-um-me-en-na-ki,su-un-ki-ik,0.15,0,0.15,bigram
[ki?]-zu-um,šu-šu-un-ka,0.15,0,0.15,bigram
[ki?]-zu-um,mu-ši-a,0.15,0,0.15,bigram
u2-ri-pu-pi,um-me,0.15,0,0.15,bigram
ri?-im?-um,si-a-an-ku-uk,0.15,0,0.15,bigram
la-am-li-e-ma,ri?-im?-um,0.15,0,0.15,bigram
la-am-li-e-ma,su-us-ka-tah,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,su-us-ka-tah,0.15,0,0.15,bigram
ia,la-ha-ak-ir-ra,0.15,0,0.15,bigram
ia,tu4-ni-ih,0.15,0,0.15,bigram
[hi]-ih,tu4-ur,0.15,0,0.15,bigram
[hi]-ih,si-it-me,0.15,0,0.15,bigram
u2-me,šu-lu-me-en-[ka],0.15,0,0.15,bigram
az-ki-it,šu-lu-me-en-[ka],0.15,0,0.15,bigram
sa-ah-[ri],tu4-ur,0.15,0,0.15,bigram
hu-šu-ia,sa-ah-[ri],0.15,0,0.15,bigram
hi-en-ka,in-ti-ik-[ka],0.15,0,0.15,bigram
hu-ut2-tah-ha-li-ih,in-ti-ik-[ka],0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,hu-ut2-tah-ha-li-ih,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,[te-ip]-ti,0.15,0,0.15,bigram
[te-ip]-ti,si-ia-an-ku-uk,0.15,0,0.15,bigram
[i],la-ha-ak-ir-ra,0.15,0,0.15,bigram
[i],tu4-ni-ih,0.15,0,0.15,bigram
[hu]-ut2-tak-ha-li-ik,tu4-ni-ih,0.15,0,0.15,bigram
[hu]-ut2-tak-ha-li-ik,u2-me,0.15,0,0.15,bigram
[dingir-gal],u2-me,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,[dingir-gal],0.15,0,0.15,bigram
si-a-an-ku-uk,te-ip-ti,0.15,0,0.15,bigram
la-ha-ak-ir-ra,si-a-an-ku-uk,0.15,0,0.15,bigram
zu-un-ki-ip,šu-šu-un-ka,0.15,0,0.15,bigram
si-ia-an,u2-ri-pu-pi,0.15,0,0.15,bigram
dingir-gal,im-me,0.15,0,0.15,bigram
ku-ši-ih,pu-uh-x-x,0.15,0,0.15,bigram
pu-uh-x-x,x-x,0.15,0,0.15,bigram
mu-ši-a,x-x,0.15,0,0.15,bigram
[hu]-uh-tah,mu-ši-a,0.15,0,0.15,bigram
[hu]-uh-tah,ap-pa,0.15,0,0.15,bigram
ap-pa,u2,0.15,0,0.15,bigram
(m)un-taš-dingir-gal,li-gi-e,0.15,0,0.15,bigram
li-gi-e,mu-ši-it-ta,0.15,0,0.15,bigram
hu-uh-tah,mu-ši-it-ta,0.15,0,0.15,bigram
(d)iš-ni-ka-ra-ab,hu-uh-tah,0.15,0,0.15,bigram
(d)iš-ni-ka-ra-ab,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
id,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
du-ni-ih,id,0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,du-ni-ih,0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,lu-be-en,0.15,0,0.15,bigram
li-e,lu-be-en,0.15,0,0.15,bigram
li-e,li-en-ra,0.15,0,0.15,bigram
[ur(?),li-en-ra,0.15,0,0.15,bigram
[ur(?),in(?)],0.15,0,0.15,bigram
in(?)],tu4-ru-uš-ni-e,0.15,0,0.15,bigram
(husa)tukul-har-sag,šu-šu-un-ka,0.15,0,0.15,bigram
(husa)tukul-har-sag,la-an-si-ti-ih,0.15,0,0.15,bigram
hu-lu-uh,la-an-si-ti-ih,0.15,0,0.15,bigram
(d)pa-tug2,hu-lu-uh,0.15,0,0.15,bigram
(d)pa-tug2,si-a-an-ku-uk-ra,0.15,0,0.15,bigram
i,si-a-an-ku-uk-ra,0.15,0,0.15,bigram
i,tu4-ni-ih,0.15,0,0.15,bigram
ap-pa,ni,0.15,0,0.15,bigram
ap-pa,ar,0.15,0,0.15,bigram
[…],ar,0.15,0,0.15,bigram
[…],ša,0.15,0,0.15,bigram
a-pi,ša,0.15,0,0.15,bigram
a-pi,mu,0.15,0,0.15,bigram
[…],mu,0.15,0,0.15,bigram
[…],a,0.15,0,0.15,bigram
a,na,0.15,0,0.15,bigram
na,ri,0.15,0,0.15,bigram
ki,ri,0.15,0,0.15,bigram
[…],ki,0.15,0,0.15,bigram
[…],x-pa-lu,0.15,0,0.15,bigram
(m)ki-,x-pa-lu,0.15,0,0.15,bigram
(m)ki-,[…],0.15,0,0.15,bigram
hi-en-ka,in-di-ig-ga,0.15,0,0.15,bigram
hu-us-si-ip-me,ku-ku-un-nu-um,0.15,0,0.15,bigram
ku-ku-un-nu-um,up-kum-mi-ia,0.15,0,0.15,bigram
ku-ši-ih,up-kum-mi-ia,0.15,0,0.15,bigram
ki-ik-ki-te-eh,zig-ra-tu4-me,0.15,0,0.15,bigram
hu-ut-tak-ha-li-ik,ki-ik-ki-te-eh,0.15,0,0.15,bigram
a-aš2-ta2,šu-šu-un-ka,0.15,0,0.15,bigram
a-aš2-ta2,ku-ši-ih,0.15,0,0.15,bigram
(d)im,si-ia-an,0.15,0,0.15,bigram
(d)ša-la-me,a-ak,0.15,0,0.15,bigram
(d)ša-la-me,u2-pa-at,0.15,0,0.15,bigram
(d)ša-la,la-an-si-ti-ip-pa,0.15,0,0.15,bigram
(d)im,u2-me,0.15,0,0.15,bigram
(d)ša-la,si-ia-an-ku-uk-pa,0.15,0,0.15,bigram
(d)ši-mut,si-ia-an,0.15,0,0.15,bigram
(d)nin-a-li-me,a-ak,0.15,0,0.15,bigram
(d)nin-a-li-me,u2-pa-at,0.15,0,0.15,bigram
(d)nin-a-li,la-an-si-ti-ip-pa,0.15,0,0.15,bigram
(d)ši-mut,u2-me,0.15,0,0.15,bigram
(d)nin-a-li,si-ia-an-ku-uk-pa,0.15,0,0.15,bigram
(d)na-ap-ra-te-ip,la-an-si-ti-pa,0.15,0,0.15,bigram
a-pu-un,la-an-si-ti-pa,0.15,0,0.15,bigram
(d)na-ap-ra-te-ip,u2-me,0.15,0,0.15,bigram
(d)na-ap-ra-te-ip,si-ia-an-ku-uk-pa,0.15,0,0.15,bigram
si-ia-an-ku-uk-pa,ul-li-na,0.15,0,0.15,bigram
(d)hi-iš-mi-ti-ik2,si-ia-an,0.15,0,0.15,bigram
(d)hi-iš-mi-ti-ik2,a-ak,0.15,0,0.15,bigram
(d)ru-hu-ra-te-ir-me,a-ak,0.15,0,0.15,bigram
(d)ru-hu-ra-te-ir-me,u2-pa-at,0.15,0,0.15,bigram
(d)ru-hu-ra-te-ir,la-an-si-ti-ip-pa,0.15,0,0.15,bigram
(d)hi-iš-mi-ti-ik,u2-me,0.15,0,0.15,bigram
(d)ru-hu-ra-te-ir,si-ia-an-ku-uk-pa,0.15,0,0.15,bigram
(md)hu-ban-nu-me-na-ki,ša-ak,0.15,0,0.15,bigram
(md)hu-ban-nu-me-na-ki,su-un-ki-ik,0.15,0,0.15,bigram
nu-ur,šu-šu-un-ka,0.15,0,0.15,bigram
ki-ib-ra-at3,nu-ur,0.15,0,0.15,bigram
ki-ib-ra-at3,ku-ši-ih,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak4,dingir-gal,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak4,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
pi-el,šu-ul-lu-me-ga,0.15,0,0.15,bigram
ki-it-ti-ma,pi-el,0.15,0,0.15,bigram
ki-it-ti-ma,na,0.15,0,0.15,bigram
me-lu-uk-ra,na,0.15,0,0.15,bigram
hi-en-ga,me-lu-uk-ra,0.15,0,0.15,bigram
hi-en-ga,in-ti-ig-ga8,0.15,0,0.15,bigram
a-gi,in-ti-ig-ga8,0.15,0,0.15,bigram
a-gi,nu-ur,0.15,0,0.15,bigram
ki-ib-ra-at,nu-ur,0.15,0,0.15,bigram
ki-ib-ra-at,ku-ši-ih,0.15,0,0.15,bigram
ku-ši-ih-ma,ša-tu4-uh-ni,0.15,0,0.15,bigram
(d)na-ah-hu-un-te,ku-ši-ih,0.15,0,0.15,bigram
(d)na-ah-hu-un-te,la-an-si-ti-ir-ra,0.15,0,0.15,bigram
(d)na-ah-hu-un-te,u2-me,0.15,0,0.15,bigram
(d)na-ah-hu-un-te,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
tu4-ur-hi-ih,zu-un-ki-me,0.15,0,0.15,bigram
tu4-ur-hi-ih,zi-it-me,0.15,0,0.15,bigram
dingir-gal-me,si-ia-an,0.15,0,0.15,bigram
dingir-gal-me,ku-ši-ih,0.15,0,0.15,bigram
si-a-an,šu-šu-un-ka,0.15,0,0.15,bigram
si-a-an,up-qu-mi-ma,0.15,0,0.15,bigram
ku-ši-ih,up-qu-mi-ma,0.15,0,0.15,bigram
hi-en-ga,si-it-me,0.15,0,0.15,bigram
hi-en-ga,in-ti-ik-ka,0.15,0,0.15,bigram
mi-el-ki,si-ia-an,0.15,0,0.15,bigram
i-la-a-ni-me,mi-el-ki,0.15,0,0.15,bigram
i-la-a-ni-me,ku-ši-ih,0.15,0,0.15,bigram
du-ni-ih,hu-ut-ta-ak-ha-li-ik,0.15,0,0.15,bigram
a-i-in,šu-šu-un-ka,0.15,0,0.15,bigram
a-i-in,ku-te-en,0.15,0,0.15,bigram
ku-te-en,u2-pa-at,0.15,0,0.15,bigram
du-ni-ih,si-ia-an-ku-uk,0.15,0,0.15,bigram
si-ia-an-ku-uk,si-ma-aš2,0.15,0,0.15,bigram
hu-ut-tak-ha-li-ik,si-ma-aš2,0.15,0,0.15,bigram
dingir-gal,li-na,0.15,0,0.15,bigram
(d)na-bu-me,si-ia-an,0.15,0,0.15,bigram
(d)na-bu-me,u2-pa-at,0.15,0,0.15,bigram
(d)na-bu-u2,ku-ši-ih,0.15,0,0.15,bigram
(d)na-bu-u2,la-an-si-ti-ra,0.15,0,0.15,bigram
ir,la-an-si-ti-ra,0.15,0,0.15,bigram
(d)na-bu-u2,u2-me,0.15,0,0.15,bigram
(d)na-bu-u2,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
li-na,te-[la-ak-ni],0.15,0,0.15,bigram
pi-el,te-[la-ak-ni],0.15,0,0.15,bigram
[me]-lu-u[k-ra],na-a,0.15,0,0.15,bigram
[me]-lu-u[k-ra],šu-<ut>-ki-me,0.15,0,0.15,bigram
ša-at-ki-me,šu-<ut>-ki-me,0.15,0,0.15,bigram
su-un-ki-me,ša-at-ki-me,0.15,0,0.15,bigram
[tu4-ur],su-un-ki-me,0.15,0,0.15,bigram
[tu4-ur],hi-ih,0.15,0,0.15,bigram
(d)in-šu-uš-[na-ak],si-it-me,0.15,0,0.15,bigram
(md)hu-um-ba-nu-me-na-[ki,ša-ak,0.15,0,0.15,bigram
(md)hu-um-ba-nu-me-na-[ki,su-un-ki]-ik,0.15,0,0.15,bigram
an-za-an,su-un-ki]-ik,0.15,0,0.15,bigram
ku-ku-un-[nu-um,šu-šu-un-ka,0.15,0,0.15,bigram
[…]-ti-ia,ku-ku-un-[nu-um,0.15,0,0.15,bigram
a-ak,la-an-si-ti-me,0.15,0,0.15,bigram
ku-ši-ih,la-an-si-ti-me,0.15,0,0.15,bigram
[dingir-gal,ku-ši-ih,0.15,0,0.15,bigram
[dingir-gal,a-ak],0.15,0,0.15,bigram
(d)in-šu-uš-[na-ak,a-ak],0.15,0,0.15,bigram
(d)in-šu-uš-[na-ak,si-ia]-an-ku-uk-pa,0.15,0,0.15,bigram
[in,si-ia]-an-ku-uk-pa,0.15,0,0.15,bigram
[in,du-ni-ih,0.15,0,0.15,bigram
du-ni-ih,ku]-ku-un-[nu-um,0.15,0,0.15,bigram
[…]-ak,ku]-ku-un-[nu-um,0.15,0,0.15,bigram
[…]-ak,dingir-gal,0.15,0,0.15,bigram
[a-ak,dingir-gal,0.15,0,0.15,bigram
(d)in]-šu-uš-n[a-ak,[a-ak,0.15,0,0.15,bigram
(d)in]-šu-uš-n[a-ak,si-ia-an-ku]-uk-pa,0.15,0,0.15,bigram
[…],si-ia-an-ku]-uk-pa,0.15,0,0.15,bigram
[…],ra,0.15,0,0.15,bigram
[…]-uš-ni-e,ra,0.15,0,0.15,bigram
(m)un-taš-dingir-gal,ša-[ak,0.15,0,0.15,bigram
(md)hu-um-ba-nu-me-na-ki],ša-[ak,0.15,0,0.15,bigram
(md)hu-um-ba-nu-me-na-ki],su-un-ki-ik,0.15,0,0.15,bigram
an-za-an,šu-[šu-un-ka,0.15,0,0.15,bigram
ku-ku-un-nu-um],šu-[šu-un-ka,0.15,0,0.15,bigram
[…]-ti-ia,ku-ku-un-nu-um],0.15,0,0.15,bigram
a-ak,la-an-[si-ti-me,0.15,0,0.15,bigram
ku-ši-ih,la-an-[si-ti-me,0.15,0,0.15,bigram
(d)in-šu-uš]-na-ak,a-ak,0.15,0,0.15,bigram
(d)in-šu-uš]-na-ak,si-ia-an-[ku-uk-pa,0.15,0,0.15,bigram
in,si-ia-an-[ku-uk-pa,0.15,0,0.15,bigram
du-ni-ih,ku-ku-un-nu-um…,0.15,0,0.15,bigram
dingir-gal,ku-ku-un-nu-um…,0.15,0,0.15,bigram
a]-ak,dingir-gal,0.15,0,0.15,bigram
(d)in-šu-[uš-na-ak,a]-ak,0.15,0,0.15,bigram
(d)in-šu-[uš-na-ak,si-ia-an-ku-uk-pa],0.15,0,0.15,bigram
[…],si-ia-an-ku-uk-pa],0.15,0,0.15,bigram
[šu-šu]-un-ka,[…],0.15,0,0.15,bigram
[šu-šu]-un-ka,ta-ak-me,0.15,0,0.15,bigram
[š]u?-ut?-ta?,[…],0.15,0,0.15,bigram
[š]u?-ut?-ta?,in-gi,0.15,0,0.15,bigram
hi-[…],in-gi,0.15,0,0.15,bigram
[a-h]a-an,hi-[…],0.15,0,0.15,bigram
[a-h]a-an,hi?-iš,0.15,0,0.15,bigram
hi?-iš,u2-me,0.15,0,0.15,bigram
[…],hi-iš-e,0.15,0,0.15,bigram
[…u2]-pa-at,hi-iš-e,0.15,0,0.15,bigram
[…u2]-pa-at,ta-ah,0.15,0,0.15,bigram
[…],ta-ah,0.15,0,0.15,bigram
(d)u2-pur-ku-pa-ak,[…],0.15,0,0.15,bigram
[…],u2,0.15,0,0.15,bigram
u2,zig-ra-tu4,0.15,0,0.15,bigram
-me,zig-ra-tu4,0.15,0,0.15,bigram
-me,[…]-ti-e?,0.15,0,0.15,bigram
[…]-ti-e?,in,0.15,0,0.15,bigram
[an-za-a]n,[…],0.15,0,0.15,bigram
[an-za-a]n,šu-šu-un-[ka]-[…],0.15,0,0.15,bigram
[tu-ur],šu-šu-un-[ka]-[…],0.15,0,0.15,bigram
[tu-ur],hi-ih,0.15,0,0.15,bigram
[…],si-it-me,0.15,0,0.15,bigram
[in]-gi,[…],0.15,0,0.15,bigram
[in]-gi,hi-en-ka,0.15,0,0.15,bigram
hi-en-ka,in-[ti-ik-ka,0.15,0,0.15,bigram
a-ak],in-[ti-ik-ka,0.15,0,0.15,bigram
[…],a-ak],0.15,0,0.15,bigram
[ku-ku]-un-nu-um,[…],0.15,0,0.15,bigram
[ku-ku]-un-nu-um,up-ku-mi-[ia],0.15,0,0.15,bigram
[…],up-ku-mi-[ia],0.15,0,0.15,bigram
[…],[…u2-pa-at,0.15,0,0.15,bigram
[…u2-pa-at,hu]-us-si-ip-me,0.15,0,0.15,bigram
hu]-us-si-ip-me,ku-u[k-ši-ih],0.15,0,0.15,bigram
[…],ku-u[k-ši-ih],0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,in,0.15,0,0.15,bigram
(d)aiba-sunkir,ku-ši-ih,0.15,0,0.15,bigram
(d)aiba-sunkir,un,0.15,0,0.15,bigram
(md)hu-ban-nu-um-me-en-na-ki,ša-ak,0.15,0,0.15,bigram
(md)hu-ban-nu-um-me-en-na-ki,su-un-ki-ik,0.15,0,0.15,bigram
(d)im,un,0.15,0,0.15,bigram
(md)hu-[um-ban-nu-me-na-gi],ša-ak,0.15,0,0.15,bigram
(md)hu-[um-ban-nu-me-na-gi],zu-un-ki-ik,0.15,0,0.15,bigram
an-za-an,šu-šu-[un-ka],0.15,0,0.15,bigram
si-ia-an,šu-šu-[un-ka],0.15,0,0.15,bigram
hu-uš-ti-in,si-ia-an,0.15,0,0.15,bigram
hu-uš-ti-in,u2-pa-at,0.15,0,0.15,bigram
[hu-us-si]-ip-me,u2-pa-at,0.15,0,0.15,bigram
[hu-us-si]-ip-me,{ku-ši-ih},0.15,0,0.15,bigram
(d){na-bu}-u2,{ku-ši-ih},0.15,0,0.15,bigram
(d){na-bu}-u2,in,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak-me,si-ia-an,0.15,0,0.15,bigram
(d)u2-pur-ku-ba-ak-me,su-un-ki-ip,0.15,0,0.15,bigram
u2-ri-pu-pi,šu-šu-un,0.15,0,0.15,bigram
im-me,šu-šu-un,0.15,0,0.15,bigram
a-lu-me-lu,u2,0.15,0,0.15,bigram
a-lu-me-lu,ku-ši-ih,0.15,0,0.15,bigram
hi-še,ku-ši-ih,0.15,0,0.15,bigram
a-ha,hi-še,0.15,0,0.15,bigram
a-ha,ta-ah,0.15,0,0.15,bigram
a-ak,ta-ah,0.15,0,0.15,bigram
a-ak,ša-ri-ik,0.15,0,0.15,bigram
tuš,ša-ri-ik,0.15,0,0.15,bigram
kuš3,tuš,0.15,0,0.15,bigram
10-na,kuš3,0.15,0,0.15,bigram
10-na,ku-ši-ih,0.15,0,0.15,bigram
(d)pi-ni-gir3-me-im-ma,si-ia-an,0.15,0,0.15,bigram
(d)pi-ni-gir3-me-im-ma,u2-pa-at,0.15,0,0.15,bigram
(d)nun.sunki-me,si-ia-an,0.15,0,0.15,bigram
(d)nun.sunki-me,ku-ši-ih,0.15,0,0.15,bigram
(d)nun.sunki,ku-ši-ih,0.15,0,0.15,bigram
(d)nun.sunki,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
(d)na-zi-it-me,si-ia-an,0.15,0,0.15,bigram
(d)na-zi-it-me,ku-ši-ih,0.15,0,0.15,bigram
(d)na-zi-it,ku-ši-ih,0.15,0,0.15,bigram
(d)na-zi-it,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
(d)in-šu-ši-na-ak,si-ia-an-ku-{uk}-[pa],0.15,0,0.15,bigram
si-ia-an-ku-{uk}-[pa],{li}-na,0.15,0,0.15,bigram
{li}-na,{te-la}-ak-ni,0.15,0,0.15,bigram
(d)be-la-la,šu-šu-un-ka,0.15,0,0.15,bigram
(d)be-la-la,ku-ul-la-an-ka,0.15,0,0.15,bigram
(d)be-la-la,ku-ši-ih,0.15,0,0.15,bigram
(d)be-la-la,la-an-si-ti-ir-ra,0.15,0,0.15,bigram
(d)be-la-la,u2-me,0.15,0,0.15,bigram
(d)be-la-la,si-ia-an-ku-uk-ra,0.15,0,0.15,bigram
a-ak,zu-[un-ki-me,0.15,0,0.15,bigram
tu4-ur],zu-[un-ki-me,0.15,0,0.15,bigram
hi-ih,tu4-ur],0.15,0,0.15,bigram
(d)30,šu-šu-un-ka,0.15,0,0.15,bigram
(d)30,ku-ul-la-an-ka,0.15,0,0.15,bigram
ir-mu,si-ia-an-ra,0.15,0,0.15,bigram
hu-ut-tak-ha-li-ku,ir-mu,0.15,0,0.15,bigram
hu-ut-tak-ha-li-ku,u2-me,0.15,0,0.15,bigram
(d)hu-ban-um-me-na-ki,ša-ak,0.15,0,0.15,bigram
(d)hu-ban-um-me-na-ki,su-un-ki-ik,0.15,0,0.15,bigram
ku-ku-un-nu-um,šu-šu-un-ka,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,ku-ku-un-nu-um,0.15,0,0.15,bigram
(d)in-šu-uš-na-ak,uš-ta-na,0.15,0,0.15,bigram
in-tu4-um,uš-ta-na,0.15,0,0.15,bigram
i,in-tu4-um,0.15,0,0.15,bigram
i,ka-tah2,0.15,0,0.15,bigram
ka-tah2,su-un-ki-ip,0.15,0,0.15,bigram
su-un-ki-ip,u2-ri-pu-be,0.15,0,0.15,bigram
im-me,u2-ri-pu-be,0.15,0,0.15,bigram
hu-ut-tah-ša,ku-ku-un-nu-um,0.15,0,0.15,bigram
ik-ku,ku-ku-un-nu-um,0.15,0,0.15,bigram
ik-ku,te-ip-ta,0.15,0,0.15,bigram
